F1	F2	A1
président ,e	[]	n. 主席，总统，董事长
présider	[prezide]	v.t. 主持，主管，支配
présomption	[prezɔ̃psjɔ̃]	n.f. 推断，推测，自负
presque	[prεsk]	adv. 几乎，差不多
presse écrite	[]	n.f. 报刊
prèsse,e	[]	adj. 急迫的，匆忙的，急急忙忙的
pressentiment	[prεsɑ̃timɑ̃]	n.m. 预感
presser	[prεse]	v.t. 按，压，挤，榨，催促，敦促
pression	[prεsjɔ̃]	n.f. 压制，逼迫，压力，压强
pressoir	[prεswar]	n.m. 压榨机
prestataire	[prεstatεr]	n.m. 领取补助者， (法国市镇的)服养路劳役的人
prestation	[prεstatsjɔ̃]	n.f. 提供，给子，补助金，居住杂费
prestigitateur,trice	[]	n. 魔术师
au revoir	[ɔrvwar]	loc.adv. 再见
au service de	[]	loc.prép. 以……的观点
au surplus	[]	loc.adv.,loc.prép. 当……回来时(后)
au temps de	[]	lac.prêp. 在……期间
au total	[]	loc.adv. 全部，总计
aube	[ob]	n.f. 拂晓，黎明
auberge	[obεrʒ]	n.f. 小旅馆
aucun,e	[okœ̃, -yn]	pron.indéf. 没有一个，无论任何
audacieux,se	[]	adj. 大胆的，鲁莽的
au-dehors	[odəɔr]	loc.adv. 在外边
au-delà de	[odladə]	toc.prêp. 在……之外
au-dessous	[odsu]	loc.adv. 在下面
au-dessus	[odsy]	loc.adv. 在上面
audience	[odjɑ̃s]	n.f. 接见，召见；收视率，收听率
augmentation	[ogmɑ̃tasjɔ̃]	n.f. 增长，加薪
augmenter	[sɔgmɑ̃te]	v.t. 增加，增大，
aujourd'hui	[oʒurdɥi]	adv. 今天
aumône	[omon]	n.f. 施舍，恩惠
auparavant	[oparavɑ̃]	adv. 以前，预先
auprès de	[oprεdə]	loc.prep. 在……旁边
connivence	[kɔnivɑ̃s]	n.f. 默契，勾结
connu, e	[]	adj. 著名的，出名的
conquérant, e	[]	n. 征服者
conquérir	[kɔ̃kerir]	v.t. 征服，赢得
consacrer	[kɔ̃sakre]	n.f. 奉献，把……用于
consacrer qqch. à	[]	把某物用于……
consciemment	[kɔ̃sjamɑ̃]	adv. 有意地，故意地
conseil	[kɔ̃sεj]	n.m. 劝告，建议，会议
conseil municipal	[]	n.m. 市政会议，市政委员会
conseiller	[kɔ̃sεje]	v.t. 建议
conseiller, ère	[]	n. 参议员，顾问，劝告者
consentement	[kɔ̃sɑ̃tmɑ̃]	v.t. 同意，赞成
consentir	[kɔ̃sɑ̃tir]	v.t. 同意，赞成
conservateur ,trice	[]	n. 保守党党员
conservation	[kɔ̃sεrvasjɔ̃]	n.f. 保存，保持
conserve	[kɔ̃sεrv]	n.f. 罐头食品
conseverie	[kɔ̃sεrvəri]	n.m. 罐头食品厂，罐头食品工业
considérable	[kɔ̃siderabl]	adj. 巨大的，重要的
considération	[kɔ̃siderasjɔ̃]	n.f. 尊重，敬意
considérer	[kɔ̃sidere]	v.t. 察看，认为，考虑，看作
évier	[evje]	n.m. 洗碗槽
éviter	[evite]	v.t.dir. 避免，避开
évoluer	[evɔlɥe]	v.t. 演变，发展，进化
évolution	[evɔlysjɔ̃]	n.f. 演变，发展，进化
évoquer	[evɔke]	v.t. 提及，想起，召(魂)，追念
exact , e	[]	adj. 真实的，正确的
exactement	[εgzaktəmɑ̃]	adv. 严格地，准时地
exagérer	[εgzaʒere]	v.t. 夸大，过分
exalter	[εgzalte]	v.t. 歌颂
examen	[εgzamɛ̃]	n.m. 考试
examinateur, trice	[]	n. 主考人
examiner	[sεgzamine]	v.t. 检查
exaspération	[εgzasperasjɔ̃]	n.f. 激怒，加剧
excellent,e	[εksεlɑ̃s]	adj. 杰出的，优秀的
exceptionnel le	[]	adj. 例外的，特殊的
excès	[εksε]	n.m. 剩余，过分
exciter	[εksite]	v.t. 激发，鼓励
exclamation	[εksklamasjɔ̃]	n.f. 欢呼，惊呼
exclure	[εksklyr]	adj. 不予考虑的，被开除的，除外的
exclusion	[εksklyzjɔ̃]	n.f. 开除，排除
présumer	[prezyme]	v.t. 推测，估计
prétendre	[pretɑ̃dr]	v.t. 认为，企图，追求，声称
prétentieux, se	[]	adj. 自负的，矫饰的，自命不凡的
prêter	[prεte]	v.t. 出借，给予，提供
prétexte	[pretεkst]	n.m. 借口
prêtre	[prεtr]	n.m. 教士，神甫
preuve	[prœv]	n.f. 证据，证明
preux, se	[]	adj. 英勇的，勇敢的
prévaloir	[prevalwar]	v.i. 占优势，占上风
prévenir	[prevnir]	v.t. 通知，告诉
prévention	[prevɑ̃sjɔ̃]	n.f. 偏见，成见
prévisible	[previzibl]	adj. 可预见的
prévision	[previzjɔ̃]	n.f. 预见，预料，预报
prévoir	[prevwar]	v.t. 预见，预料，准备
prévoyant,e	[prevwajɑ̃s]	adj.,n. 有远见的(人)
prier	[prije]	v.t. 祈祷，恳求，要求
prime.	[prim]	n.f. 奖金，补贴，津贴
primordial, e	[]	adj. 首要的，极重要，至关重要的
prince	[prɛ̃s]	n.m. 王子，太子
princesse	[prɛ̃sεs]	n.f. 公主，王妃，亲王夫人
aurore	[ɔrɔr]	n.f. 曙光，开端
ausculter	[oskylte, ɔs-]	v.t. 听诊
aussi	[osi]	adv. 同样，也
aussitôt	[osito]	adv. 马上，立即
austère	[ostεr]	adj. 严峻的，庄严朴素的
austral, ale	[]	adj. 南方的，南半球的
autant	[otɑ̃]	adv. 同样
autant de	[otɑ̃də]	loc.prép. 同样多的
autel	[otεl]	n.m. 祭坛
auteur	[otœr]	n.m. 作者，发起人，作家
autobus	[otobys]	n.m. 公共汽车
autocar	[otokar]	n.m. 大客车，游览汽车
autocollant	[otɔkɔlɑ̃, -t]	n.m. 粘贴纸
autodafé	[otodafe]	n.m. 火刑
automatique	[otɔmatik]	adj. 自动的
automne	[otɔn]	n.m. 秋天
automobile	[otɔmɔbil]	n.f. 汽车
autonomie	[otonɔmi]	n.f. 自治
autoritaire	[otɔritεr]	adj.,n. 专横的，独裁的；专制者,独裁者
autorité	[ɔtɔrite]	n.f. 威严
consigne	[kɔ̃siɲ]	n.f. 行李寄存处
consolider	[kɔ̃sɔlide]	v.t. 巩固，加强
consommaleur, trice	[]	n. 消费者，顾客
consommation	[kɔ̃sɔmasjɔ̃]	n.f. 消费
consommer	[kɔ̃sɔme]	v.t. 消费，消耗
constamment	[kɔ̃stamɑ̃]	adv. 总是，经常地
constance	[kɔ̃stɑ̃s]	n.f. 坚韧，稳定
constant ,e	[]	adj. 不变的，坚韧不拔的，确实的
constat	[kɔ̃sta]	n.m. 笔录，证明
constatation	[kɔ̃statasjɔ̃]	n.f. 验证，证明
constater	[kɔ̃state]	v.t. 发觉，看到，确认
constituer	[kɔ̃stitɥe]	v.t. 组成，创立，任命
construction	[kɔ̃stryksjɔ̃]	n.f. 建造，建筑业，结构
construire	[kɔ̃strɥir]	v.t. 建造
consulter	[kɔ̃sylte]	v.t. 查询，请教
consulter un médecin	[]	loc.verb. 看医生
consumer	[kɔ̃syme]	v.t. 使衰竭，耗尽
contagieux, se	[]	adj. 传染性的
contaminer	[kɔ̃tamine]	v.t. 传染，污染
conte	[kɔ̃t]	n.m. 故事，短篇小说
excuse	[εkskyz]	n.f. 抱歉，辩词
excuser	[εkskyze]	v.t. 原谅，宽恕
exécrer	[εgzekre]	v.t. 厌恶，僧恨
exécuter	[egzekyte]	v.t. 实行，执行，处决
exécuter (s')	[]	v.pr. 履行，被执行
ex-embassadeur	[]	n.m. 前大使
exempt de	[]	loc.prép. 免除一的
exercer	[εgzεrse]	v.t. 训练，行使，从事
exercer une influence sur	[]	对……施加影响
exergue	[εgzεrg]	n.m. 奖章上留做题字的部分，题铭，说明
exhortation	[εgzɔrtasjɔ̃]	n.f. 激励，劝导
exiger	[εgziʒe]	v.t. 要求，需要
exil	[εgzil]	n.m. 流亡，流放，被迫迁居
existence	[εgzistɑ̃s]	n.f. 存在，生活
exister	[εgziste]	v.i. 存在
exotique	[εgzɔtik]	adj. 外来的，异国情调的
exotisme	[εgzɔtism]	n.m. 异国情调
expansion	[εkspɑ̃sjɔ̃]	n.f. 扩张，传播，膨胀
expédition	[εkspedisjɔ̃]	n.f. 发运，探险
expérience	[εksperjɑ̃s]	n.f. 经验
principale	[prɛ̃sipal]	adj. 主要的
principauté	[prɛ̃sipote]	n.f. 公国，亲王或王子的封地
principe	[prɛ̃sip]	n.m. 原则，定律，准则，起因
printemps	[prɛ̃tɑ̃]	n.m. 春天，春季
priorité	[prijɔrite]	n.f. 优先，首先
prison	[prizɔ̃]	n.f. 监狱
prisonnier , ère	[]	n. 囚犯，俘虏
privatisé ,e	[]	adj. 私(营)有化的
privé, e	[]	adj. 私人的，秘密的
privilégié ,e	[]	adj. 享有特权的，有天赋的
privilégier	[privileʒje]	v.t. 赋予特权，给予优惠
prix	[pri]	n.m. 价格
probablement	[prɔbabləmɑ̃]	adv. 可能，大概，或许
problème	[prɔblεm]	n.m. 问题
procédé	[prɔsede]	n.m. 态度，举止，方法，手段
procéder	[prɔsede]	v.i. 起源于，着手，进行
procès	[prɔsε]	n.m. 诉讼
procession	[prɔsesjɔ̃]	n.f. 仪式队伍，一长队，一长列
prochain ,e	[]	adj. 下一个的，即将到来的
prochaine( à la~)	[]	adj. 下次见
autoroute	[otɔrut]	n.f. 高速公路
autour	[otur]	adv. 在周围
autour de	[oturdə]	loc.prép. 在……周围，在……四周
autre	[otr]	adj. 另外的，其他的
autrement	[otrəmɑ̃]	adv. 否则，不然
autrement dit	[]	loc.adv. 换言之
Autriche	[]	奥地利
autruche	[otry∫]	n.f. 鸵鸟
autrui	[otrɥi]	pron. 别人，人家
auvent	[ovɑ̃]	n.m. 圣诞节前的四星期，将临期
aux dépens de	[]	loc.prêp. 由……负担费用，靠……养活
avalanche	[avalɑ̃∫]	n.f. 雪崩
avaler	[avale]	v.t. 吞食
avance	[avɑ̃s]	n.f. 超越，提前，须支款
avancer	[avɑ̃se]	v.i. 前进，进军，进攻
avant de (faire)	[]	toc.prêp. 在做……以前
avantage	[avɑ̃taʒ]	n.m. 好处，利益
avec	[avεk]	prêp. 和……一起
avec précision	[]	lac.adv. 明确地
avenir	[avnir]	n.m. 将来，未来
contempler	[kɔ̃tɑ̃ple]	v.t. 凝视，沉思
contemporain, e	[]	adj. 现代的
content, e	[]	adj. 高兴的
contenu	[kɔ̃tny]	n.m. 内容
contester	[kɔ̃tεste]	v.t.dir. 争论，怀疑
continental, e	[]	adj. 大陆的
contingent	[kɔ̃tɛ̃ʒɑ̃]	n.m. 份额，限额
continuateur, trice	[]	n. 继承者
continuer	[kɔ̃tinɥe]	v.t. 继续
contourner	[kɔ̃turne]	v.t. 画轮廓，绕过,扭歪
contraction	[kɔ̃traksjɔ̃]	n.f. 收缩
contradiction	[kɔ̃tradiksjɔ̃]	n.f. 矛盾，反驳
contraignant, e	[]	adj. 强制的
contraindre	[kɔ̃trɛ̃dr]	v.t. 强制，约束
contraint ,e	[]	adj. 强迫，束缚，拘束
contraire	[kɔ̃trεr]	adj. 相反的，不利的
contrairement	[kɔ̃trεrmɑ̃]	prép. 相反地，对立地
contrairement à ce que	[]	adv. 与……相反
contrarier	[kɔ̃trarje]	v.t. 阻挠．使气恼
contrat	[kɔ̃tra]	n.m. 合同，契约
expérimenter	[εksperimɑ̃te]	v.t. 实验，体验
expert	[εkspεr, -t]	n.m. 行家，专家，鉴定人
expier	[εkspje]	v.t. 抵偿
expirer	[εkspire]	v.i. 到期，满期，断气
expliquer	[εksplike]	v.t. 说明，解释
exploit	[εksplwa]	n.m. 功绩，战功
exploitant ,e	[]	n. 开发者，经营者
exploitation	[εksplwatasjɔ̃]	n.f. 开发，经营
explorateur, trice	[]	n. 勘探者，探险家
exploser	[εksploze]	v.i. 爆炸，发作
explosion	[εksplozjɔ̃]	n.f. 爆炸，爆发
exportateur, trice	[]	n. 出口商，输出者
exporter	[sεkspɔrte]	v.t. 出口，输出
exposé	[εkspoze]	n.m. 口述，陈述，报告
exposition	[εkspozisjɔ̃]	n.f. 陈列，展览
exprès	[εksprε]	adv. 故意地，特意地
express	[εksprεs]	n.m. 快车，快报
expression	[εksprεsjɔ̃]	n.f. 表达，表示，词组
exprimer	[εksprime]	v.t. 表达
exprimer (s')	[]	v.pr. 表达自己的思想，感情
prochainement	[prɔ∫εnmɑ̃]	adv. 不久以后，即将
proche	[prɔ∫]	adj. 近的，迫近的
procurer	[prɔkyre]	v.t. 提供，招致，带来，为……谋得
prodigieux, se	[]	adj. 非凡的，惊人的，异常的
producteur, trice	[]	n. 生产者
production	[prɔdyksjɔ̃]	n.f. 生产
productivité	[prɔdyktivite]	n.f. 生产力，生产率
produire	[prɔdɥir]	v.t. 生产，产生，引起
produire (se)	[]	v.pr. 发生
produit	[prɔdɥi]	n.m. 产品
proéminent , e	[]	adj. 突出的，隆起的
proférer	[prɔfere]	v.t. 大声说，讲
professeur	[]	n.m. 老师，教授
profession	[prɔfesjɔ̃]	n.f. 职业
professionnel , le	[]	adj. 职业的，专业的
profil	[prɔfil]	n.m. 条件，轮廓，形象，外观，侧面
profiler	[prɔfile]	v.t. 画狈J面图，使清晰地显出轮廓
profiter (de)	[]	v.i. 利用
profond, e	[]	adj. 深的，深邃的，深沉的
profondérnent	[prɔfɔ̃demɑ̃]	adv. 深深地，深刻地，深人地
aventure	[avɑ̃tyr]	n.f. 奇遇，冒险，故事
aventurier,ère	[]	adj.,n. 冒险的，冒险家
avérer(s')	[]	v.pr. 被证实，显得
averse	[avεrs]	n.f. 骤雨，暴雨
aversion	[avεrsjɔ̃]	n.f. 厌恶，憎恶
averti ,e	[]	adj. 通知过的，警告过的;经验的，内行的
avertir	[avεrtir]	v.t. 报警，通知
aveu	[avø]	n.m. 承认，供认
aveugle	[avœgl]	adj. 瞎的，盲目的
aveuglement n.m.	[]	n.m. 瞎，盲，盲目，轻率
avion	[avjɔ̃]	n.m. 飞机
avis	[avi]	n.m. 见解，劝告
avisé, e	[]	adj. 小心的，深思熟虑的
avocat,e	[avɔkatje]	n. 律师，辩护人
avoir	[avwar]	v.t. 有
avoir à faire	[]	有……要做
avoir affaire à	[]	与……打交道
avoir assez d'une chose	[]	对某物厌烦了
avoir beau faire	[]	白做某事，徒劳，枉然
avoir d'autres chats à fouetter	[]	另有更重要的事要做
contrat d'assurance	[]	n.m. 保险合同
contravention	[kɔ̃travɑ̃sjɔ̃]	n.f. 罚款，违法，违章
contre	[kɔ̃tr]	prép. 反对，与……对换
contre-courant	[kɔ̃trəkurɑ̃]	n.m. 逆流，反潮流
contredire	[kɔ̃trədir]	v.t. 反驳
contrée	[kɔ̃tre]	n.f. 地方，地区
contremaître, esse	[]	n. 工长，工头
contrepartie	[kɔ̃trəparti]	n.f. 交换物，反对意见
contre-pied	[kɔ̃trəpje]	n.m. 相反，反面
contribuer	[kɔ̃tribɥe]	v.t. 对……做出贡献
convaincre	[kɔ̃vɛ̃kr]	v.t. 说服
convalescen.se	[kɔ̃valesɑ̃s]	n.f. 康复期，恢复期
convenable	[kɔ̃vnabl]	adj. 合适的
convenance	[kɔ̃vnɑ̃s]	n.f. 契合，相配，方便
convenir(à)	[]	v.t.indir. 适合，使中意
conversation	[kɔ̃vεrsasjɔ̃]	n.f. 谈话，会谈
convive	[kɔ̃viv]	n. 宾客
convoiter	[kɔ̃vwate]	v.t. 垂涎
convoitise	[kɔ̃vwatiz]	n.f. 贪婪，垂涎
convoquer	[kɔ̃vɔke]	v.t. 召集，召开
extasier (s')	[]	v.pr. 着迷，赞叹
exténuant, e	[]	adj. 使人极度衰弱的
extérieur	[εksterjœr]	n.m. 外，外面
extinction	[εkstɛ̃ksjɔ̃]	n.f. 灭亡，消灭，废除，熄灭
extorquer	[εkstɔrke]	v.t. 强夺
extra	[εkstra]	adj.inv. 优等的，优质的
extraire	[εkstrεr]	v.t. 摘录，提取，拔出
extrait	[εkstrε]	n.m. 摘要，选段
extraordinaire	[εkstraɔrdinεr]	adj. 特别的，奇特的，杰出的
extravagant, e	[]	adj. 怪诞的，过度的
profondeur	[prɔfɔ̃dœr]	n.f. 深度，渊博
profusion	[prɔfyzjɔ̃]	n.f. 丰富，充沛，挥霍
programmation	[prɔgramasjɔ̃]	n.f. (影视，广播的)节目安排，计划的制订，程序设计
programme	[prɔgram]	n.m. 计划，节目
programme pilote	[]	n.m. 创新的计划
progrès	[prɔgrε]	n.m. 进步
progresser	[prɔgrεse]	v.i. 前进，发展
progressif, ve	[]	adj. 进展的，发展的
progression	[prɔgrεsjɔ̃]	n.f. 进展，前进
prohiber	[prɔibe]	v.t. 禁止
proie	[prwa]	n.f. 战利品，猎物
projecteur	[prɔʒεktœr]	n.m. 幻灯机，探照灯， (舞台)聚光灯
projeter	[prɔʒ(ə)te, prɔ∫te]	v.t. 放映，抛射，设计，打算，设想，规划
prologement	[prɔlɔ̃ʒmɑ̃]	n.m. 延长，延伸，效果
prolongation	[prɔlɔ̃gɑsjɔ̃]	n.f. (时间的)延长，延长期
prolonger	[prɔlɔ̃ʒe]	v.t. 延长，使延伸
promenade	[prɔmnad]	n.f. 散步
promener(se)	[]	v.pr. 散步
promeneur,se	[]	a. 散步者
promesse	[prɔmεs]	n.f. 诺言，允诺，许诺
avoir de la chance	[]	有运气
avoir de la peine à faire qqch	[]	做某事有困难
avoir de l'appétit	[]	胃口好
avoir droit à	[]	亨有……的权力
avoir envie de (faire)	[]	想要，非常想做某事
avoir froid	[]	感到冷
avoir l'air de (faire)	[]	看上去像在做某事
avoir le choix	[]	有选择余地
avoir le dernier mot	[]	说了算数， (辩论)获胜
avoir le droit de	[]	有权做某事
avoir le plaisir de	[]	有幸……
avoir le temps	[]	时间宽裕，用不着着急
avoir l'habitude de	[]	有……的习惯
avoir l'honneur de	[]	以……的荣幸(礼遇)
avoir lieu	[]	发生，举行
avoir l'intention de	[]	想做某事
avoir l'intérêt de	[]	有……的好处
avoir mal à	[]	(身体某处）疼，不舒服
avoir souvenance de	[]	亿及，记得
avoir tort	[]	错了
convulsion	[kɔ̃vylsjɔ̃]	n.f. 痉挛，动乱
coopérative	[kɔperativ]	n.f. 合作社，互助社团
copain	[kɔpɛ̃]	n.m. (男)伙伴，朋友
copier	[kɔpje]	v.t. 复制
copieux, se	[]	adj. 丰富的，丰盛的
copine	[]	n. (女)伙伴，朋友
coq	[kɔk]	n.m. 公鸡
coquelicot	[kɔkliko]	n.f. (植)虞美人
coquet, te	[]	adj. 风骚的，爱打扮的
coquillage	[kɔkijaʒ]	n.m. 贝壳类动物，贝壳
coquille	[kɔkij]	n.f. 贝壳，蛋壳
coquin ,e	[]	n. 无赖，坏蛋，调皮鬼
cor	[kɔr]	n.m. 号角，鸡眼
Coran	[kɔrɑ̃]	n.m. 古兰经
corbeau	[kɔrbo]	n.m. 乌鸦
corbeille à papier	[]	n.f. 纸篓
corbillard	[kɔrbijar]	n.m. 枢车
cordage	[kɔrdaʒ]	n.m. 粗索
corde	[kɔrd]	n.f. 绳子
cordial, ale	[]	adj. 热忱的，滋补的
promesse de vente	[]	n.f. 销售意向
promettre	[prɔmεtr]	v.t. 答应，允诺
promisse	[prɔmεtr]	adj. 一言为定，允诺的，许诺的，答应的
promoteur, trice	[]	n. 发起人，带头人，倡导者
promotion	[prɔmosjɔ̃]	n.f. 晋升，升级，推销
promouvoir	[prɔmuvwar]	v.t. 晋升，推销，推动，实施
prompt, n	[]	adj. 迅速的，即刻的，灵敏的
promu, e	[]	adj. 晋级的，升级的，敏捷的
prononcer	[prɔnɔ̃se]	v.t. 发言，发表，宣布，宣告
pronostic	[prɔnɔstik]	n.m. 预兆，预测
prophète	[prɔfεt, -etεs]	nm. 先知，预言家
proportion	[prɔpɔrsjɔ̃]	n.f. 比例，相称，匀称
propos	[prɔpo]	n.m. 话，话题，言论
propos (à~)	[]	adv. 顺便问一句，对啦
proposer	[prɔpoze]	v.t. 建议，提出，提供，推荐
propre	[prɔpr]	adj. 干净的，自己的
propre à	[prɔpra]	loc.prép. 适宜于，能胜任
propreté	[prɔprəte]	n.f. 清洁，廉洁，清白
propriétaire	[prɔprijetεr]	n. 物主，业主，所有者
propriété	[prɔprijete]	n.f. 所有权，所有物，财产
avoir un faible pour	[]	(书面语)偏爱
avoir une préférence po	[]	更喜爱
avoiT raison	[]	有道理
avorter	[avɔrte]	v.i. 流产，失败
avouer	[avwe]	v.t. 承认
avril	[avril]	n.m. 四月
axe	[aks]	n.m. 轴，中心线
coriandre	[kɔrjɑ̃dr]	n.f. 香菜
corne	[kɔrn]	n.f. (动物的)角
cornichon	[kɔrni∫ɔ̃]	n.m. 醋渍小黄瓜
cornmencenient	[]	n.m. 开始
cornpréhensif, ve	[]	adj. 谅解的．宽容的
corps	[kɔr]	n.m. 身体，躯干
corps et ârne	[]	loc.adv. 全心全意地
correct, e	[]	adj. 正确的
correspondance	[kɔrεspɔ̃dɑ̃s]	n.f. 通信，相称，中转，衔接，联运
correspondant, e	[]	adj.,n. 相符的，一致的，通信者，记者
correspondre à	[]	v.t. 与……相符
corriger	[kɔriʒe]	v.t. 改正
corsaire	[kɔrsεr]	n.m. 海盗
Corse	[kɔrs]	n.m. (法)科西嘉省(岛)
cortège	[kɔrtεʒ]	n.m. 随从，行列
cosmétique	[kɔsmetik]	adj.,n. 美容(化妆)用的，装饰性的，化妆品
cosmétologue	[kɔsmetɔlɔg]	n.m. 美容术专家
costaud, e	[]	adj.,n. 强壮的(人)，结实的(人)
costume	[kɔstym]	n.m. 男式西服，服装
costumé, e	[]	adj. 穿戏装的
propulser	[prɔpylse]	v.t. 推进，驱动
proscrire	[prɔskrir]	v.t. 放逐，摈弃
prose	[proz]	n.f. 散文
prosélyte	[prɔzelit]	n.m. 参加一个新党派，改宗者，新教徒
prospection	[prɔspεksjɔ̃]	n.f. 勘探，探索
prospectus	[prɔspektys]	n.m. (书报等)简介，广告单，说明书
prospère	[prɔspεr]	adj. 繁荣的，兴旺发达的
prospérité	[prɔsperite]	n.f. 繁荣，昌盛，蓬勃
protection	[prɔtεksjɔ̃]	n.f. 保护，防护
protéger	[prɔteʒe]	v.t. 保护，支持
protesrer	[prɔtεste]	v. 抗议，宣称，申明，保证
protestant, e	[]	n.,adj. 新教徒，抗议者，新教的，抗议的
protestation	[prɔtεstasjɔ̃]	n.f. 抗议，申明，宣誓，保证
protocole	[prɔtɔkɔl]	n.m. 礼仪，礼宾司，议定书
prototype	[prɔtɔtip]	n.f. 原型，典范，模仿
prouesse	[pruεs]	n.f. 英勇的行为，功勋
prouver	[pruve]	v.t. 证明，表现，证实
provenance	[prɔvnɑ̃s]	n.f. 来源，出处，来自于……
proverbe	[prɔvεrb]	n.m. 谚语，格言
province	[prɔvɛ̃s]	n.f. 省，外省
côte	[kot]	n.f. 山坡，坡道
côté	[kote]	m.m. 旁，方面
côtelette	[kotlεt]	n.f. 肋骨，排骨
cotisation	[kɔtizasjɔ̃]	n.f. 分摊，凑钱，费用
cOTpulen,e	[]	adj. 肥胖的
cou	[ku]	n.m. 脖子
couard ,e	[]	adj. 胆小的
couardise	[kwardiz]	n.f. 胆怯
couche	[ku∫]	n.f. 床，层，地层、阶层
coucher (se)	[]	v.pr. 躺在床上，睡觉
couchette	[ku∫εt]	n.f. 卧铺，便床
coude	[kud]	n.m. 肘
coudre	[kudr]	v.t. 缝，拼凑
couler	[kule]	v.t. 价值，值……钱
couleur	[kulœr]	n.f. 颜色
coulis	[kuli]	n.m. (肉、鱼、菜的)汁，酱
couloir	[kulwar]	n.m. 走廊
coup	[ku]	n.m. 擅，打击
coup de foudre	[]	一见倾心，一见钟情(含有触电的感觉)
coup de main	[]	一臂之力，帮助
provisions	[prɔvizjɔ̃]	n.f.pl 采购的食物
provisoire	[prɔvizwar]	adj. 暂时的，临时的，预先的
provocant ,e	[]	adj. 挑衅的，威胁的，挑逗的
provoquer	[prɔvɔke]	v.t. 造成，引起，挑衅，威胁
prudemment	[prydamɑ̃]	adv. 谨慎地，审慎地
prudence	[prydɑ̃s]	n.f. 谨慎，慎重
prudent ,e	[]	adj. 谨慎的，小心谨慎的
prune	[pryn]	n.f. 李子
prunier	[prynje]	n.m. 李子树
psycbosociologue	[psikosɔsjɔlɔʒi]	n. 社会，心理学家
psychologie	[psikɔlɔʒi]	n.f. 心理学
ptn	[pɑ̃]	n.m. 松树
